Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,518.56,0, 12, 26, 13, 3, 16, 3, 0, 0, 9, 4, 6, 15, 0, 2, 49, 0, 7, 0, 2, 15, 6, 5, 6, 0, 0, 7,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,26,CRITICALPATHREVERSE,451.9499999999998,18, 12, 11, 0, 10, 14, 8, 2, 3, 13, 0, 7, 10, 8, 6, 0, 0, 23, 11, 8, 5, 9, 8, 0, 2, 9, 8,{c5.2xlarge=18; c5.xlarge=12; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=14; i3.2xlarge=8; i3.large=2; i3.xlarge=3; m5.2xlarge=13; m5.large=0; m5.xlarge=7; m5a.2xlarge=10; m5a.large=8; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=23; r5.2xlarge=11; r5.large=8; r5.xlarge=5; r5a.2xlarge=9; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=9; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,26,RESHIV2,446.3099999999999,21, 9, 14, 0, 2, 16, 5, 5, 5, 6, 0, 12, 10, 8, 7, 0, 0, 23, 12, 6, 10, 4, 3, 0, 12, 6, 9,{c5.2xlarge=21; c5.xlarge=9; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=16; i3.2xlarge=5; i3.large=5; i3.xlarge=5; m5.2xlarge=6; m5.large=0; m5.xlarge=12; m5a.2xlarge=10; m5a.large=8; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=23; r5.2xlarge=12; r5.large=6; r5.xlarge=10; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=6; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,26,RESHIV3,446.2499999999999,17, 10, 10, 0, 3, 12, 9, 7, 11, 6, 0, 12, 10, 3, 9, 0, 0, 24, 5, 9, 11, 11, 3, 0, 8, 10, 5,{c5.2xlarge=17; c5.xlarge=10; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=12; i3.2xlarge=9; i3.large=7; i3.xlarge=11; m5.2xlarge=6; m5.large=0; m5.xlarge=12; m5a.2xlarge=10; m5a.large=3; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=5; r5.large=9; r5.xlarge=11; r5a.2xlarge=11; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=10; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,26,RESHIMAX,390.65,20, 11, 5, 0, 8, 19, 8, 6, 7, 9, 0, 8, 3, 8, 5, 0, 0, 21, 15, 9, 12, 7, 5, 0, 6, 7, 4,{c5.2xlarge=20; c5.xlarge=11; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=19; i3.2xlarge=8; i3.large=6; i3.xlarge=7; m5.2xlarge=9; m5.large=0; m5.xlarge=8; m5a.2xlarge=3; m5a.large=8; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=15; r5.large=9; r5.xlarge=12; r5a.2xlarge=7; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,26,RESHIFCFS,647.7099999999998,27, 14, 10, 0, 2, 11, 6, 6, 2, 10, 0, 11, 9, 9, 7, 0, 0, 27, 8, 5, 3, 6, 8, 0, 12, 6, 6,{c5.2xlarge=27; c5.xlarge=14; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=11; i3.2xlarge=6; i3.large=6; i3.xlarge=2; m5.2xlarge=10; m5.large=0; m5.xlarge=11; m5a.2xlarge=9; m5a.large=9; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=8; r5.large=5; r5.xlarge=3; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=6; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,MINMIN,726.7799999999997,7, 4, 0, 22, 14, 8, 2, 1, 1, 11, 0, 4, 4, 0, 4, 28, 20, 15, 4, 29, 0, 0, 7, 1, 4, 8, 7,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=22; d3.2xlarge=14; d3.xlarge=8; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=11; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=28; m5zn.large=20; m5zn.xlarge=15; r5.2xlarge=4; r5.large=29; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,MAXMIN,548.8299999999998,4, 5, 0, 28, 5, 18, 8, 1, 2, 9, 0, 6, 6, 0, 8, 15, 20, 11, 3, 32, 0, 0, 7, 0, 5, 7, 6,{c5.2xlarge=4; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=28; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=8; i3.large=1; i3.xlarge=2; m5.2xlarge=9; m5.large=0; m5.xlarge=6; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=15; m5zn.large=20; m5zn.xlarge=11; r5.2xlarge=3; r5.large=32; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=7; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,MCT,650.5199999999999,4, 3, 0, 23, 15, 13, 0, 1, 1, 9, 0, 4, 6, 0, 1, 34, 28, 15, 1, 23, 0, 0, 3, 1, 3, 6, 12,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=23; d3.2xlarge=15; d3.xlarge=13; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=9; m5.large=0; m5.xlarge=4; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=34; m5zn.large=28; m5zn.xlarge=15; r5.2xlarge=1; r5.large=23; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=6; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,ROUNDROBIN,555.3999999999999,0, 0, 0, 17, 24, 7, 2, 5, 2, 8, 0, 2, 8, 0, 13, 52, 1, 14, 2, 38, 0, 0, 5, 0, 0, 0, 5,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=17; d3.2xlarge=24; d3.xlarge=7; i3.2xlarge=2; i3.large=5; i3.xlarge=2; m5.2xlarge=8; m5.large=0; m5.xlarge=2; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=13; m5zn.2xlarge=52; m5zn.large=1; m5zn.xlarge=14; r5.2xlarge=2; r5.large=38; r5.xlarge=0; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,STATIC,550.8599999999999,8, 4, 0, 16, 1, 15, 0, 0, 1, 13, 0, 5, 4, 0, 2, 52, 20, 15, 3, 31, 0, 0, 1, 0, 5, 2, 8,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=15; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=13; m5.large=0; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=52; m5zn.large=20; m5zn.xlarge=15; r5.2xlarge=3; r5.large=31; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=2; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,NOML,364.67999999999984,7, 5, 0, 11, 12, 12, 7, 7, 7, 9, 0, 9, 11, 0, 9, 7, 22, 15, 4, 11, 0, 0, 8, 3, 8, 10, 11,{c5.2xlarge=7; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=12; d3.xlarge=12; i3.2xlarge=7; i3.large=7; i3.xlarge=7; m5.2xlarge=9; m5.large=0; m5.xlarge=9; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=7; m5zn.large=22; m5zn.xlarge=15; r5.2xlarge=4; r5.large=11; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=10; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,CUSTOMCLUSTERNOML,377.2599999999999,4, 8, 0, 9, 10, 27, 5, 7, 9, 13, 0, 10, 8, 0, 9, 5, 13, 12, 12, 8, 0, 0, 8, 11, 2, 8, 7,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=10; d3.xlarge=27; i3.2xlarge=5; i3.large=7; i3.xlarge=9; m5.2xlarge=13; m5.large=0; m5.xlarge=10; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=5; m5zn.large=13; m5zn.xlarge=12; r5.2xlarge=12; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=11; z1d.2xlarge=2; z1d.large=8; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,TEXTDISTANCE,479.09999999999985,3, 11, 0, 15, 12, 7, 11, 9, 7, 13, 0, 11, 14, 0, 8, 5, 16, 15, 7, 16, 0, 0, 2, 2, 8, 9, 5,{c5.2xlarge=3; c5.xlarge=11; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=12; d3.xlarge=7; i3.2xlarge=11; i3.large=9; i3.xlarge=7; m5.2xlarge=13; m5.large=0; m5.xlarge=11; m5a.2xlarge=14; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=5; m5zn.large=16; m5zn.xlarge=15; r5.2xlarge=7; r5.large=16; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,CRITICALPATH,526.5199999999999,5, 5, 0, 14, 7, 12, 10, 8, 9, 6, 0, 8, 6, 0, 8, 10, 34, 7, 9, 15, 0, 0, 7, 3, 6, 7, 9,{c5.2xlarge=5; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=7; d3.xlarge=12; i3.2xlarge=10; i3.large=8; i3.xlarge=9; m5.2xlarge=6; m5.large=0; m5.xlarge=8; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=10; m5zn.large=34; m5zn.xlarge=7; r5.2xlarge=9; r5.large=15; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=6; z1d.large=7; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,CRITICALPATHREVERSE,453.3299999999998,12, 9, 0, 19, 7, 19, 10, 1, 8, 6, 0, 5, 7, 0, 7, 3, 27, 18, 9, 10, 0, 0, 3, 8, 2, 6, 9,{c5.2xlarge=12; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=19; d3.2xlarge=7; d3.xlarge=19; i3.2xlarge=10; i3.large=1; i3.xlarge=8; m5.2xlarge=6; m5.large=0; m5.xlarge=5; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=3; m5zn.large=27; m5zn.xlarge=18; r5.2xlarge=9; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=8; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,RESHIV2,369.52,13, 9, 0, 17, 10, 13, 9, 8, 11, 6, 0, 11, 7, 0, 7, 7, 23, 6, 9, 10, 0, 0, 5, 9, 3, 8, 5,{c5.2xlarge=13; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=17; d3.2xlarge=10; d3.xlarge=13; i3.2xlarge=9; i3.large=8; i3.xlarge=11; m5.2xlarge=6; m5.large=0; m5.xlarge=11; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=7; m5zn.large=23; m5zn.xlarge=6; r5.2xlarge=9; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=9; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,RESHIV3,444.3999999999999,10, 2, 0, 21, 3, 16, 11, 8, 4, 9, 0, 6, 6, 0, 4, 7, 23, 12, 6, 13, 0, 0, 10, 7, 9, 7, 11,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=21; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=11; i3.large=8; i3.xlarge=4; m5.2xlarge=9; m5.large=0; m5.xlarge=6; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=7; m5zn.large=23; m5zn.xlarge=12; r5.2xlarge=6; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=10; r5a.xlarge=7; z1d.2xlarge=9; z1d.large=7; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,RESHIMAX,355.7699999999999,4, 8, 0, 14, 7, 14, 4, 6, 11, 8, 0, 11, 6, 0, 7, 4, 26, 17, 9, 14, 0, 0, 4, 8, 4, 7, 13,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=7; d3.xlarge=14; i3.2xlarge=4; i3.large=6; i3.xlarge=11; m5.2xlarge=8; m5.large=0; m5.xlarge=11; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=4; m5zn.large=26; m5zn.xlarge=17; r5.2xlarge=9; r5.large=14; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=8; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=13},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,27,RESHIFCFS,371.0799999999998,16, 7, 0, 20, 6, 13, 7, 7, 10, 9, 0, 5, 4, 0, 4, 10, 28, 8, 5, 13, 0, 0, 6, 7, 3, 10, 8,{c5.2xlarge=16; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=20; d3.2xlarge=6; d3.xlarge=13; i3.2xlarge=7; i3.large=7; i3.xlarge=10; m5.2xlarge=9; m5.large=0; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=28; m5zn.xlarge=8; r5.2xlarge=5; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
