Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,535.66,0, 13, 24, 19, 5, 18, 3, 0, 0, 11, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=19; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,22,CUSTOMCLUSTERNOML,338.61999999999995,10, 19, 10, 0, 0, 10, 11, 6, 11, 0, 6, 13, 0, 0, 7, 5, 7, 19, 10, 8, 4, 0, 5, 6, 11, 10, 17,{c5.2xlarge=10; c5.xlarge=19; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=11; i3.large=6; i3.xlarge=11; m5.2xlarge=0; m5.large=6; m5.xlarge=13; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=19; r5.2xlarge=10; r5.large=8; r5.xlarge=4; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=11; z1d.large=10; z1d.xlarge=17},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,TEXTDISTANCE,371.43999999999994,19, 16, 8, 0, 0, 8, 7, 9, 7, 0, 12, 12, 0, 0, 8, 4, 7, 23, 6, 12, 11, 0, 6, 5, 8, 11, 7,{c5.2xlarge=19; c5.xlarge=16; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=7; i3.large=9; i3.xlarge=7; m5.2xlarge=0; m5.large=12; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=4; m5zn.large=7; m5zn.xlarge=23; r5.2xlarge=6; r5.large=12; r5.xlarge=11; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=11; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,CRITICALPATH,348.3499999999999,14, 14, 4, 0, 0, 2, 9, 4, 10, 0, 8, 8, 0, 0, 9, 7, 25, 17, 8, 13, 7, 0, 7, 4, 7, 18, 11,{c5.2xlarge=14; c5.xlarge=14; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=9; i3.large=4; i3.xlarge=10; m5.2xlarge=0; m5.large=8; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=7; m5zn.large=25; m5zn.xlarge=17; r5.2xlarge=8; r5.large=13; r5.xlarge=7; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=4; z1d.2xlarge=7; z1d.large=18; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,CRITICALPATHREVERSE,372.2799999999999,15, 11, 7, 0, 0, 5, 7, 8, 6, 0, 9, 11, 0, 0, 8, 3, 15, 21, 6, 11, 11, 0, 8, 11, 2, 17, 14,{c5.2xlarge=15; c5.xlarge=11; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=7; i3.large=8; i3.xlarge=6; m5.2xlarge=0; m5.large=9; m5.xlarge=11; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=3; m5zn.large=15; m5zn.xlarge=21; r5.2xlarge=6; r5.large=11; r5.xlarge=11; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=11; z1d.2xlarge=2; z1d.large=17; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,RESHIV2,361.1599999999999,22, 15, 6, 0, 0, 9, 10, 6, 8, 0, 7, 7, 0, 0, 3, 11, 18, 10, 8, 12, 6, 0, 9, 7, 6, 14, 12,{c5.2xlarge=22; c5.xlarge=15; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=10; i3.large=6; i3.xlarge=8; m5.2xlarge=0; m5.large=7; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=18; m5zn.xlarge=10; r5.2xlarge=8; r5.large=12; r5.xlarge=6; r5a.2xlarge=0; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=6; z1d.large=14; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,RESHIV3,363.55999999999983,16, 12, 11, 0, 0, 7, 8, 8, 9, 0, 6, 7, 0, 0, 4, 9, 16, 18, 3, 14, 4, 0, 5, 7, 10, 17, 14,{c5.2xlarge=16; c5.xlarge=12; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=8; i3.large=8; i3.xlarge=9; m5.2xlarge=0; m5.large=6; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=9; m5zn.large=16; m5zn.xlarge=18; r5.2xlarge=3; r5.large=14; r5.xlarge=4; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=7; z1d.2xlarge=10; z1d.large=17; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,RESHIMAX,353.30999999999995,23, 16, 5, 0, 0, 4, 9, 8, 11, 0, 4, 10, 0, 0, 5, 2, 14, 16, 10, 15, 7, 0, 7, 8, 7, 12, 12,{c5.2xlarge=23; c5.xlarge=16; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=9; i3.large=8; i3.xlarge=11; m5.2xlarge=0; m5.large=4; m5.xlarge=10; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=2; m5zn.large=14; m5zn.xlarge=16; r5.2xlarge=10; r5.large=15; r5.xlarge=7; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=7; z1d.large=12; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,RESHIFCFS,363.64999999999986,15, 16, 10, 0, 0, 3, 9, 4, 9, 0, 3, 4, 0, 0, 9, 8, 22, 18, 7, 15, 9, 0, 10, 4, 9, 12, 10,{c5.2xlarge=15; c5.xlarge=16; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=9; i3.large=4; i3.xlarge=9; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=8; m5zn.large=22; m5zn.xlarge=18; r5.2xlarge=7; r5.large=15; r5.xlarge=9; r5a.2xlarge=0; r5a.large=10; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=12; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,23,MINMIN,647.17,6, 7, 22, 29, 2, 11, 0, 0, 0, 4, 3, 2, 10, 0, 0, 16, 11, 8, 7, 2, 35, 15, 1, 1, 3, 7, 4,{c5.2xlarge=6; c5.xlarge=7; c5a.2xlarge=22; c5a.xlarge=29; d3.2xlarge=2; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=2; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=11; m5zn.xlarge=8; r5.2xlarge=7; r5.large=2; r5.xlarge=35; r5a.2xlarge=15; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,MAXMIN,532.2799999999999,5, 9, 22, 20, 4, 12, 0, 0, 0, 2, 5, 5, 18, 0, 1, 10, 10, 8, 10, 2, 27, 10, 2, 6, 4, 7, 7,{c5.2xlarge=5; c5.xlarge=9; c5a.2xlarge=22; c5a.xlarge=20; d3.2xlarge=4; d3.xlarge=12; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=5; m5.xlarge=5; m5a.2xlarge=18; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=8; r5.2xlarge=10; r5.large=2; r5.xlarge=27; r5a.2xlarge=10; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,MCT,648.93,7, 8, 23, 23, 2, 11, 0, 0, 0, 2, 4, 5, 11, 0, 0, 7, 13, 5, 8, 2, 36, 14, 2, 3, 4, 9, 7,{c5.2xlarge=7; c5.xlarge=8; c5a.2xlarge=23; c5a.xlarge=23; d3.2xlarge=2; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=4; m5.xlarge=5; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=13; m5zn.xlarge=5; r5.2xlarge=8; r5.large=2; r5.xlarge=36; r5a.2xlarge=14; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=9; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,ROUNDROBIN,474.59999999999985,0, 7, 12, 22, 3, 9, 0, 0, 0, 0, 3, 1, 24, 0, 5, 5, 0, 0, 11, 0, 52, 18, 4, 12, 16, 1, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=12; c5a.xlarge=22; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=3; m5.xlarge=1; m5a.2xlarge=24; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=11; r5.large=0; r5.xlarge=52; r5a.2xlarge=18; r5a.large=4; r5a.xlarge=12; z1d.2xlarge=16; z1d.large=1; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,STATIC,662.4199999999998,9, 8, 16, 19, 1, 5, 0, 0, 0, 0, 2, 6, 12, 0, 0, 9, 23, 9, 5, 1, 57, 3, 3, 0, 7, 5, 5,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=16; c5a.xlarge=19; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=6; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=23; m5zn.xlarge=9; r5.2xlarge=5; r5.large=1; r5.xlarge=57; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=5; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,NOML,329.1199999999998,8, 9, 15, 20, 6, 10, 0, 0, 10, 13, 7, 3, 6, 0, 9, 5, 7, 5, 10, 4, 10, 4, 7, 8, 5, 9, 16,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=15; c5a.xlarge=20; d3.2xlarge=6; d3.xlarge=10; i3.2xlarge=0; i3.large=0; i3.xlarge=10; m5.2xlarge=13; m5.large=7; m5.xlarge=3; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=5; r5.2xlarge=10; r5.large=4; r5.xlarge=10; r5a.2xlarge=4; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,CUSTOMCLUSTERNOML,373.6899999999998,5, 12, 18, 4, 10, 17, 0, 0, 5, 4, 9, 5, 7, 0, 5, 6, 6, 10, 24, 9, 10, 4, 8, 9, 3, 7, 8,{c5.2xlarge=5; c5.xlarge=12; c5a.2xlarge=18; c5a.xlarge=4; d3.2xlarge=10; d3.xlarge=17; i3.2xlarge=0; i3.large=0; i3.xlarge=5; m5.2xlarge=4; m5.large=9; m5.xlarge=5; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=10; r5.2xlarge=24; r5.large=9; r5.xlarge=10; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=9; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,TEXTDISTANCE,473.13999999999993,12, 7, 8, 23, 5, 3, 0, 0, 4, 3, 8, 8, 8, 0, 9, 5, 7, 12, 10, 9, 14, 9, 7, 11, 13, 5, 5,{c5.2xlarge=12; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=23; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=4; m5.2xlarge=3; m5.large=8; m5.xlarge=8; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=12; r5.2xlarge=10; r5.large=9; r5.xlarge=14; r5a.2xlarge=9; r5a.large=7; r5a.xlarge=11; z1d.2xlarge=13; z1d.large=5; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,CRITICALPATH,325.2,3, 6, 28, 17, 12, 14, 0, 0, 5, 7, 3, 8, 8, 0, 6, 6, 13, 9, 9, 6, 7, 3, 2, 6, 10, 10, 7,{c5.2xlarge=3; c5.xlarge=6; c5a.2xlarge=28; c5a.xlarge=17; d3.2xlarge=12; d3.xlarge=14; i3.2xlarge=0; i3.large=0; i3.xlarge=5; m5.2xlarge=7; m5.large=3; m5.xlarge=8; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=6; m5zn.large=13; m5zn.xlarge=9; r5.2xlarge=9; r5.large=6; r5.xlarge=7; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=10; z1d.large=10; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,CRITICALPATHREVERSE,650.1199999999999,7, 3, 26, 16, 8, 13, 0, 0, 2, 7, 5, 5, 8, 0, 4, 4, 10, 11, 9, 7, 10, 10, 6, 8, 9, 10, 7,{c5.2xlarge=7; c5.xlarge=3; c5a.2xlarge=26; c5a.xlarge=16; d3.2xlarge=8; d3.xlarge=13; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=7; m5.large=5; m5.xlarge=5; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=11; r5.2xlarge=9; r5.large=7; r5.xlarge=10; r5a.2xlarge=10; r5a.large=6; r5a.xlarge=8; z1d.2xlarge=9; z1d.large=10; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,23,RESHIV2,360.6899999999999,9, 2, 12, 19, 10, 9, 0, 0, 7, 6, 7, 7, 7, 0, 2, 10, 8, 8, 18, 10, 3, 5, 6, 9, 8, 9, 14,{c5.2xlarge=9; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=19; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=0; i3.large=0; i3.xlarge=7; m5.2xlarge=6; m5.large=7; m5.xlarge=7; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=8; r5.2xlarge=18; r5.large=10; r5.xlarge=3; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=9; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
